Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert,CleanedName,lat,lon
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.7,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.7,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,7.1,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,7.1,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,14.9,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-03,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.7,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.8,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,7.5,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-06,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,15.1,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-06,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-06,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-06,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.9,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.9,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,7.7,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,7.7,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-09,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,14.9,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-09,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-09,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-09,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/01,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/01,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/01,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/01,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,55317.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/02,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/02,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/02,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,9839.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.8,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/03,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,52333.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.8,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Moos, Reinwasser",W0115/04,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,51433.0,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/01,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/01,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/01,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/01,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/01,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,73128.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/02,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/02,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/02,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/02,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,72600.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,7.3,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/03,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,76256.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,7.3,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Seewasserwerk Lengg, Reinwasser",W0215/04,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,69389.0,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,14.8,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,12817.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.9,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.9,,,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,,300.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Moos,47.33180605,8.531245451906134
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,7.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,7.4,,,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,,300.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,Seewasserwerk Lengg,47.3498459,8.572519284234765
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ammonium,Allgemeine chemische Parameter,µg/L,3.0,9.0,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromid,Allgemeine chemische Parameter,µg/L,2.0,13.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorat,Allgemeine chemische Parameter,mg/L,0.006,0.052,,0.2,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorid,Allgemeine chemische Parameter,mg/L,0.2,10.9,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorit,Allgemeine chemische Parameter,mg/L,0.006,0.027,,0.2,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fluorid,Allgemeine chemische Parameter,mg/L,0.003,0.078,,1.5,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kieselsäure als Siliziumdioxid,Allgemeine chemische Parameter,mg/L,0.2,4.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nitrat,Allgemeine chemische Parameter,mg/L,0.2,3.7,,40.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nitrit,Allgemeine chemische Parameter,µg/L,1.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phosphat-Phosphor,Allgemeine chemische Parameter,µg/L,2.0,5.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sauerstoff,Allgemeine chemische Parameter,mg/L,0.2,9.63,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sauerstoffsättigung,Allgemeine chemische Parameter,%,,100.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulfat,Allgemeine chemische Parameter,mg/L,0.2,15.6,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,14.7,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Benzol,Benzinzusatzstoffe,ng/L,20.0,,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,ETBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ethylbenzol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,m/p-Xylol,Benzinzusatzstoffe,ng/L,40.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,MTBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,o-Xylol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
