Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,12.5,,Reservoir Höngg,,
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Reservoir Höngg,,
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,12.8,,Reservoir Höngg,,
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Reservoir Höngg,,
2023-01-17,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.2,,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,7.2,,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,18.0,300.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.2,,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,15.0,300.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,7.6,,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,7.3,,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,11.8,,Reservoir Höngg,,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.6,,Reservoir Höngg,,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,57061.0,,Reservoir Höngg,,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,11.8,,Reservoir Höngg,,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,,Reservoir Höngg,,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,56672.0,,Reservoir Höngg,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,6.6,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,58117.0,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,6.7,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,59928.0,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.6,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,57472.0,,Reservoir Frauental,,
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,6.9,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.2,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,74522.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,6.8,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.9,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,69667.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,9.7,,Reservoir Höngg,,
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,19.0,300.0,Reservoir Höngg,,
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,9.4,,Reservoir Höngg,,
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Reservoir Höngg,,
2023-02-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,6.6,,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,28.0,300.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,6.5,,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,25.0,300.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,6.8,,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,21.0,300.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,6.6,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,20.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,6.8,,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,17.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,8.4,,Reservoir Höngg,,
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,Reservoir Höngg,,
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,73028.0,,Reservoir Höngg,,
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,8.3,,Reservoir Höngg,,
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,Reservoir Höngg,,
2023-02-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,71228.0,,Reservoir Höngg,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,6.4,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79322.0,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,6.5,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.9,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,81811.0,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,6.5,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,72194.0,,Reservoir Frauental,,
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,6.5,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,83828.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,6.5,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-07,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,68600.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,8.1,,Reservoir Höngg,,
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Reservoir Höngg,,
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,7.8,,Reservoir Höngg,,
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,13.0,300.0,Reservoir Höngg,,
2023-03-14,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.0,,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,12.0,300.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,6.8,,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,10.0,300.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.1,,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,22.0,300.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Frauental,,
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,6.9,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,15.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,6.7,,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,11.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-21,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,8.1,,Reservoir Höngg,,
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.0,,Reservoir Höngg,,
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,105417.0,,Reservoir Höngg,,
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,8.0,,Reservoir Höngg,,
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Reservoir Höngg,,
2023-03-28,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,99144.0,,Reservoir Höngg,,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.1,,Reservoir Frauental,,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,Reservoir Frauental,,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,80061.0,,Reservoir Frauental,,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,7.1,,Reservoir Frauental,,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.0,,Reservoir Frauental,,
