Date,Temperature (°C)
2024-04-14,11.3
2024-04-15,12.5
2024-04-16,8.6
2024-04-17,7.5
2024-04-18,8.2
2024-04-19,8.5
2024-04-20,8.4
2024-04-21,8.5
2024-04-22,8.2
2024-04-23,8.1
2024-04-24,8.3
2024-04-25,8.5
2024-04-26,8.8
2024-04-27,9.2
2024-04-28,9.8
2024-04-29,9.5
2024-04-30,10.2
2024-05-01,11.4
2024-05-02,12.2
2024-05-03,11.1
2024-05-04,11.1
2024-05-05,11.9
2024-05-06,12.9
2024-05-07,12.3
2024-05-08,11.7
2024-05-09,10.7
2024-05-10,11.0
2024-05-11,12.1
2024-05-12,13.0
2024-05-13,14.8
2024-05-14,14.5
2024-05-15,13.0
2024-05-16,12.5
2024-05-17,12.5
2024-05-18,12.2
2024-05-19,13.9
2024-05-20,15.4
2024-05-21,15.3
2024-05-22,15.4
2024-05-23,15.8
2024-05-24,15.3
2024-05-25,15.8
2024-05-26,16.8
2024-05-27,16.5
2024-05-28,15.6
2024-05-29,16.4
2024-05-30,16.9
2024-05-31,15.3
2024-06-01,16.1
2024-06-02,15.8
2024-06-03,14.8
2024-06-04,13.8
2024-06-05,15.2
2024-06-06,16.5
2024-06-07,16.9
2024-06-08,17.8
2024-06-09,17.3
2024-06-10,16.3
2024-06-11,14.5
2024-06-12,15.4
2024-06-13,16.1
2024-06-14,17.1
2024-06-15,16.9
2024-06-16,17.8
2024-06-17,17.7
2024-06-18,17.3
2024-06-19,16.7
2024-06-20,16.8
2024-06-21,17.5
2024-06-22,18.9
2024-06-23,17.7
2024-06-24,17.7
2024-06-25,18.1
2024-06-26,19.0
2024-06-27,19.8
2024-06-28,20.0
2024-06-29,20.0
2024-06-30,19.3
2024-07-01,18.2
2024-07-02,17.1
2024-07-03,17.6
2024-07-04,18.6
2024-07-05,18.5
2024-07-06,18.5
2024-07-07,18.5
2024-07-08,18.7
2024-07-09,19.9
2024-07-10,20.9
2024-07-11,20.9
2024-07-12,20.6
2024-07-13,20.2
2024-07-14,20.8
2024-07-15,21.5
2024-07-16,21.4
2024-07-17,20.0
2024-07-18,20.4
2024-07-19,22.3
2024-07-20,23.9
2024-07-21,24.1
2024-07-22,23.9
2024-07-23,22.9
2024-07-24,19.9
2024-07-25,20.4
2024-07-26,22.6
2024-07-27,23.0
2024-07-28,22.3
2024-07-29,21.9
2024-07-30,22.9
2024-07-31,24.8
2024-08-01,25.2
2024-08-02,25.0
2024-08-03,24.5
2024-08-04,23.2
2024-08-05,22.8
2024-08-06,24.3
2024-08-07,24.4
2024-08-08,24.5
2024-08-09,24.2
2024-08-10,24.6
2024-08-11,24.9
2024-08-12,25.4
2024-08-13,26.0
2024-08-14,26.3
2024-08-15,26.3
2024-08-16,25.9
2024-08-17,25.8
2024-08-18,24.8
2024-08-19,24.4
2024-08-20,24.0
2024-08-21,23.7
2024-08-22,23.4
2024-08-23,24.1
2024-08-24,24.4
2024-08-25,24.2
2024-08-26,23.4
2024-08-27,22.8
2024-08-28,23.2
2024-08-29,24.1
2024-08-30,24.8
2024-08-31,25.1
2024-09-01,25.2
2024-09-02,25.1
2024-09-03,25.2
2024-09-04,25.0
2024-09-05,24.4
2024-09-06,23.5
2024-09-07,23.7
2024-09-08,23.3
2024-09-09,23.0
2024-09-10,22.3
2024-09-11,20.8
2024-09-12,20.5
2024-09-13,19.3
2024-09-14,19.4
2024-09-15,19.4
2024-09-16,19.1
2024-09-17,18.9
2024-09-18,18.8
2024-09-19,18.8
2024-09-20,18.8
2024-09-21,18.8
2024-09-22,18.8
2024-09-23,18.9
2024-09-24,18.8
2024-09-25,18.6
2024-09-26,18.5
2024-09-27,18.1
2024-09-28,17.5
2024-09-29,17.3
2024-09-30,17.4
2024-10-01,17.2
2024-10-02,17.0
2024-10-03,16.8
2024-10-04,15.5
2024-10-05,15.9
2024-10-06,16.0
2024-10-07,16.3
2024-10-08,16.3
2024-10-09,16.3
2024-10-10,16.0
2024-10-11,15.5
2024-10-12,15.6
2024-10-13,15.6
2024-10-14,15.5
2024-10-15,15.5
2024-10-16,15.5
2024-10-17,15.4
2024-10-18,15.3
2024-10-19,15.2
2024-10-20,15.1
2024-10-21,15.1
2024-10-22,15.3
2024-10-23,14.6
2024-10-24,14.4
2024-10-25,14.8
2024-10-26,14.8
2024-10-27,14.7
2024-10-28,14.7
2024-10-29,14.7
2024-10-30,14.5
2024-10-31,14.5
2024-11-01,14.4
2024-11-02,14.3
2024-11-03,14.0
2024-11-04,13.8
2024-11-05,13.8
2024-11-06,13.7
2024-11-07,13.6
2024-11-08,13.5
2024-11-09,13.4
2024-11-10,13.2
2024-11-11,13.1
2024-11-12,12.8
2024-11-13,12.4
2024-11-14,12.1
2024-11-15,12.0
2024-11-16,11.8
2024-11-17,11.7
2024-11-18,11.6
2024-11-19,11.5
2024-11-20,11.1
2024-11-21,10.3
2024-11-22,10.1
2024-11-23,9.8
2024-11-24,9.7
2024-11-25,9.7
2024-11-26,9.9
2024-11-27,9.8
2024-11-28,9.8
2024-11-29,9.6
2024-11-30,9.4
2024-12-01,9.4
2024-12-02,9.3
2024-12-03,9.3
2024-12-04,9.2
2024-12-05,9.1
2024-12-06,9.1
2024-12-07,8.9
2024-12-08,8.8
2024-12-09,8.7
2024-12-10,8.5
2024-12-11,8.4
2024-12-12,8.2
2024-12-13,8.1
2024-12-14,8.1
2024-12-15,8.0
2024-12-16,8.0
2024-12-17,8.0
2024-12-18,8.0
2024-12-19,7.9
2024-12-20,7.8
2024-12-21,7.6
2024-12-22,7.6
2024-12-23,7.4
2024-12-24,7.4
2024-12-25,7.3
2024-12-26,7.2
2024-12-27,7.1
2024-12-28,7.1
2024-12-29,7.0
2024-12-30,7.0
2024-12-31,6.9
