Date,Temperature (°C)
2020-05-08,14.6
2020-05-09,15.9
2020-05-10,17.4
2020-05-11,14.3
2020-05-12,7.5
2020-05-13,13.8
2020-05-14,11.6
2020-05-15,11.0
2020-05-16,13.1
2020-05-17,13.8
2020-05-18,14.2
2020-05-19,14.3
2020-05-20,14.5
2020-05-21,15.4
2020-05-22,16.9
2020-05-23,17.7
2020-05-24,15.1
2020-05-25,16.2
2020-05-26,15.7
2020-05-27,16.5
2020-05-28,17.2
2020-05-29,17.3
2020-05-30,16.8
2020-05-31,16.8
2020-06-01,17.2
2020-06-02,17.7
2020-06-03,18.6
2020-06-04,19.4
2020-06-05,19.1
2020-06-06,18.0
2020-06-07,17.4
2020-06-08,17.9
2020-06-09,17.1
2020-06-10,15.6
2020-06-11,17.1
2020-06-12,17.6
2020-06-13,17.4
2020-06-14,17.2
2020-06-15,17.8
2020-06-16,18.2
2020-06-17,17.9
2020-06-18,17.9
2020-06-19,18.0
2020-06-20,18.2
2020-06-21,18.5
2020-06-22,19.1
2020-06-23,19.0
2020-06-24,18.6
2020-06-25,19.0
2020-06-26,19.9
2020-06-27,21.2
2020-06-28,21.8
2020-06-29,21.5
2020-06-30,20.4
2020-07-01,21.3
2020-07-02,22.1
2020-07-03,21.9
2020-07-04,21.3
2020-07-05,21.7
2020-07-06,19.9
2020-07-07,18.3
2020-07-08,20.4
2020-07-09,21.4
2020-07-10,21.8
2020-07-11,21.6
2020-07-12,21.5
2020-07-13,21.5
2020-07-14,21.9
2020-07-15,21.6
2020-07-16,21.5
2020-07-17,21.0
2020-07-18,21.4
2020-07-19,21.7
2020-07-20,22.4
2020-07-21,22.8
2020-07-22,23.1
2020-07-23,23.5
2020-07-24,22.8
2020-07-25,22.8
2020-07-26,23.4
2020-07-27,23.2
2020-07-28,24.0
2020-07-29,24.0
2020-07-30,24.2
2020-07-31,25.2
2020-08-01,26.1
2020-08-02,25.4
2020-08-03,23.8
2020-08-04,21.9
2020-08-05,20.8
2020-08-06,22.0
2020-08-07,22.6
2020-08-08,23.1
2020-08-09,23.6
2020-08-10,24.1
2020-08-11,25.1
2020-08-12,25.5
2020-08-13,25.8
2020-08-14,25.4
2020-08-15,25.2
2020-08-16,25.1
2020-08-17,24.6
2020-08-18,24.7
2020-08-19,24.7
2020-08-20,25.1
2020-08-21,25.3
2020-08-22,24.7
2020-08-23,23.6
2020-08-24,22.8
2020-08-25,22.8
2020-08-26,23.1
2020-08-27,22.0
2020-08-28,22.7
2020-08-29,22.3
2020-08-30,21.6
2020-08-31,20.6
2020-09-01,20.7
2020-09-02,20.2
2020-09-03,20.6
2020-09-04,21.0
2020-09-05,21.4
2020-09-06,20.3
2020-09-07,19.5
2020-09-08,20.1
2020-09-09,20.5
2020-09-10,20.6
2020-09-11,20.4
2020-09-12,20.7
2020-09-13,20.8
2020-09-14,21.2
2020-09-15,22.0
2020-09-16,22.4
2020-09-17,22.1
2020-09-18,21.2
2020-09-19,20.5
2020-09-20,20.9
2020-09-21,21.4
2020-09-22,21.9
2020-09-23,21.9
2020-09-24,21.6
2020-09-25,21.0
2020-09-26,20.0
2020-09-27,18.7
2020-09-28,18.0
2020-09-29,17.7
2020-09-30,17.6
2020-10-01,17.6
2020-10-02,17.5
2020-10-03,17.2
2020-10-04,16.9
2020-10-05,16.7
2020-10-06,16.3
2020-10-07,15.9
2020-10-08,15.8
2020-10-09,16.1
2020-10-10,16.0
2020-10-11,15.7
2020-10-12,15.2
2020-10-13,14.9
2020-10-14,14.5
2020-10-15,14.1
2020-10-16,14.0
2020-10-17,13.9
2020-10-18,13.9
2020-10-19,13.9
2020-10-20,14.1
2020-10-21,14.1
2020-10-22,14.0
2020-10-23,14.0
2020-10-24,14.1
2020-10-25,14.0
2020-10-26,13.9
2020-10-27,13.5
2020-10-28,13.4
2020-10-29,13.3
2020-10-30,13.2
2020-10-31,13.1
2020-11-01,13.1
2020-11-02,13.3
2020-11-03,13.3
2020-11-04,13.0
2020-11-05,12.6
2020-11-06,12.5
2020-11-07,12.4
2020-11-08,12.4
2020-11-09,12.4
2020-11-10,12.3
2020-11-11,12.2
2020-11-12,12.1
2020-11-13,12.1
2020-11-14,12.1
2020-11-15,12.0
2020-11-16,12.0
2020-11-17,11.9
2020-11-18,11.7
2020-11-19,11.5
2020-11-20,11.2
2020-11-21,10.9
2020-11-22,10.7
2020-11-23,10.6
2020-11-24,10.5
2020-11-25,10.4
2020-11-26,10.2
2020-11-27,10.1
2020-11-28,9.9
2020-11-29,9.7
2020-11-30,9.4
2020-12-01,9.1
2020-12-02,9.0
2020-12-03,8.8
2020-12-04,8.6
2020-12-05,8.5
2020-12-06,8.3
2020-12-07,8.3
2020-12-08,8.2
2020-12-09,8.0
2020-12-10,7.9
2020-12-11,7.8
2020-12-12,7.7
2020-12-13,7.8
2020-12-14,7.7
2020-12-15,7.7
2020-12-16,7.7
2020-12-17,7.7
2020-12-18,7.6
2020-12-19,7.6
2020-12-20,7.5
2020-12-21,7.5
2020-12-22,7.6
2020-12-23,7.6
2020-12-24,7.6
2020-12-25,7.5
2020-12-26,7.2
2020-12-27,6.9
2020-12-28,6.8
2020-12-29,6.8
2020-12-30,6.7
2020-12-31,6.7
